# Mycelium task-id -> GitHub issue map (created 2026-06-08 via the GitHub MCP server).
# Columns (TAB-separated): task_id  issue_number  issue_db_id
#   - issue_number : use for "blocked by" issue-dependency links and human reference.
#   - issue_db_id  : the issue's REST database id; pass as sub_issue_id to sub_issue_write
#                    (sub-issue linking takes the ID, NOT the number).
# Repo: tzervas/mycelium. Milestones are NOT yet assigned (see gh-bootstrap-local.sh).
# gh-sync-all.sh run at the Phase-8 gate (sub-issues of M-361 #132).
# Resolved 2026-06-16: created via gh-sync-all.sh and wired as sub-issues of M-361 (#132); numbers below.
M-364	136	4678672509
M-365	137	4678672723
M-366	138	4678672967
M-367	139	4678673199
M-368	140	4678673562
# 2026-06-17: M-358/359/362 (#130/131/133) + M-364–368 (#136–140) reconciled status:needs-design->status:done
#             (folded; issues kept OPEN until the M-361 gate). Mapping rows above are unchanged (append-only).
# 2026-06-17: RFC-0016 ratification follow-ons created (DN-07 pass). Append-only batch.
M-540	184	4685780234
M-541	185	4685780890
M-331	186	4685782534
# appended by gh-issues-sync.py (35 new)
M-381	197	4695926282
M-390	198	4695926619
M-391	199	4695927034
M-369	146	4683243602
M-501	149	4684112760
M-502	150	4684113429
M-510	151	4684113977
M-511	152	4684114619
M-512	153	4684115121
M-513	154	4684115688
M-514	155	4684116172
M-520	156	4684116697
M-515	157	4684117195
M-516	158	4684117885
M-517	159	4684118395
M-518	160	4684118930
M-519	161	4684119403
M-521	162	4684120167
M-522	163	4684120664
M-523	164	4684121248
M-524	165	4684121795
M-525	166	4684122326
M-526	167	4684122963
M-527	168	4684123481
M-528	169	4684123948
M-529	170	4684124498
M-531	171	4684125027
M-532	172	4684125568
M-533	173	4684126084
M-534	174	4684126751
M-601	175	4684127337
M-602	176	4684127931
M-610	177	4684128489
M-620	178	4684129008
M-630	179	4684129480
# 2026-06-19: docs-currency wave (M-371 navigational docs + doc-currency gate) + fmt->io canonical-
#             JSON delegation (M-372). Created via the GitHub MCP server; real db-ids (append-only).
M-371	202	4697741054
M-372	203	4697741421
# 2026-06-22: e7l / Phase-6 gap-closure epics + children, looked up live via the GitHub MCP
#   (search_issues / list_issues on tzervas/mycelium). Append-only; the issue_db_id is the
#   sub_issue_id sub_issue_write takes (NOT the number). The E7-1/E7-2 epic BODIES enumerate their
#   children (the relationship source of truth). LIVE sub-issue links performed this session:
#     E7-1 (#316) ← M-656 (#315) and M-658 (#317)  [both status:done; verified via get_sub_issues].
#   The remaining E7-1 children (M-657, M-659..664) and the E7-2 children (M-665..668) are
#   relationship-recorded in issues.yaml (epic:) and are a maintainer/token follow-up to link live
#   (gh-issues-sync.py is script-ready; this env's MCP set has sub_issue_write but no Projects-v2).
#   HONESTY (VR-5/G2): only the four db-ids below were VERIFIED from a live issue read; the other
#   e7l children's NUMBERS were confirmed from list_issues but their db-ids were NOT fetched — they
#   are intentionally omitted (a db-id is never guessed from a sequential pattern). Run a live
#   issue read (or `--use-api`) to fill them before sub_issue_write. Number-only rows note the gap.
E7-1	316	4710401111
E7-2	324	4710401283
M-656	315	4710401110
M-658	317	4710401112
# ISSUE numbers verified (list_issues 2026-06-22, the phase:5 open set); db-ids NOT yet fetched —
# look up before sub-issue linking:
#   M-657=#314  M-659=#318  M-660=#319  M-661=#320  M-662=#321  M-663=#322  M-664=#323  M-649=#284
#   M-673=#351  M-674=#350
# E7-2 children's ISSUE numbers were NOT enumerated this session (M-665..668) — do not confuse with
# their LANDING PR numbers in pr-index.json (M-665→PR#332, M-666→PR#342 are PRs, not issues). Look
# up the issue numbers + db-ids live before linking them under E7-2 (#324).

# 2026-06-23 (M-675): FULL idmap reconcile against live GitHub. Every remaining issues.yaml id
#   (the Phase-3.5/5/6/7/8 backlog + the e7l/u78 epics E3-8/E3-9/E4-1/E5-1/E6-1/E8-1) mapped
#   id -> number -> db_id. The db_ids are FETCHED LIVE (GitHub search API `id` field via the MCP
#   server), never guessed (G2/VR-5) — this RESOLVES the "db-ids NOT yet fetched" gap the
#   2026-06-22 note above flags (M-657 / M-659..664 / M-649 / M-673 / M-674 now carry real db_ids).
#   Cross-validated this run: every PRE-EXISTING row above matches live GitHub (0 mismatches); no
#   duplicate task-id and no duplicate issue-number across the whole map; all 209 issues.yaml ids
#   are now covered. Rows below sorted by issue number. Append-only (rows/notes above unchanged).
# NOTE (data-quality, not acted on here — needs a write-scoped maintainer run): GitHub carries 4
#   DUPLICATE issues from a 2026-06-16 gh-sync-all.sh re-run — #126/#127/#128/#129 duplicate the
#   canonical M-302/#87, M-330/#97, M-342/#104, M-348/#110 (mapped far above). The idmap anchors
#   each task-id to its canonical (earliest) issue; the duplicates are left to a maintainer close,
#   not mapped (mapping a task-id to two numbers would break the id<->number invariant).
E3-8	208	4702139526
M-392	209	4702140010
M-393	210	4702140283
M-394	211	4702140586
M-395	212	4702141047
M-373	214	4702627028
M-374	215	4702627264
M-375	216	4702627484
M-376	218	4702687934
M-377	221	4703181651
M-378	223	4703627469
M-382	225	4704090801
M-379	226	4704091021
E5-1	239	4704998310
M-535	240	4704998379
M-536	241	4704998450
E8-1	242	4704998543
M-383	243	4704998643
M-384	244	4704998728
M-385	245	4704998818
E6-1	246	4704998910
M-603	247	4704998980
E4-1	248	4704999121
M-640	249	4704999216
M-641	250	4704999414
M-642	251	4704999527
M-643	252	4704999616
M-644	253	4704999699
M-396	254	4704999775
M-397	258	4705082800
E3-9	269	4706618762
M-645	270	4706618765
M-650	282	4708626828
M-647	283	4708626829
M-649	284	4708626830
M-651	285	4708626831
M-648	286	4708626842
M-646	287	4708626843
M-655	298	4709032863
M-654	299	4709032864
M-653	300	4709032869
M-652	301	4709032870
M-657	314	4710401108
M-659	318	4710401114
M-660	319	4710401120
M-661	320	4710401266
M-662	321	4710401273
M-663	322	4710401277
M-664	323	4710401278
M-665	325	4710401285
M-666	326	4710401413
M-667	327	4710401424
M-668	328	4710401429
M-669	333	4711008104
M-671	337	4711108188
M-670	338	4711108189
M-672	339	4711162099
M-674	350	4713190415
M-673	351	4713190417
M-675	354	4713516186
M-676	357	4716978524
M-677	358	4716978532
M-680	362	4718169360
M-681	363	4718169364
M-679	364	4718169370
M-678	365	4718169368
M-682	366	4718169375
M-683	367	4718169394
# 2026-06-23 (M-675, tul): SECOND idmap reconcile pass — the Phase-5/6/7/8 backlog + gap-closure
#   epics created AFTER the 2026-06-23 pass above (issues #404-485). Every id below mapped
#   id -> number -> db_id with db_ids FETCHED LIVE (the GitHub MCP `search_issues` `id` field —
#   `issue_read`/`list_issues` strip the REST id; `search_issues` exposes it), never guessed
#   (G2/VR-5). Cross-validated this run: all 209 PRE-EXISTING rows still match live GitHub
#   (0 mismatches in number AND db_id); the 4 known duplicate task-ids (M-302/330/342/348) still
#   anchor to their canonical (lower) number; no duplicate task-id, no duplicate issue-number across
#   the whole map. Rows below sorted by issue number. Append-only (rows/notes above unchanged).
M-685	404	4726560925
M-688	405	4726560927
M-684	406	4726560943
M-687	407	4726560940
M-686	408	4726560946
E7-3	409	4726560950
E7-4	410	4726561420
M-690	411	4726561459
M-689	412	4726561469
E7-5	413	4726561487
M-691	414	4726561488
M-692	415	4726561499
M-697	424	4727426640
M-695	425	4727426638
E9-1	426	4727426648
M-693	427	4727426655
M-696	428	4727426653
M-694	429	4727426679
M-700	430	4727426997
M-701	431	4727427011
M-702	432	4727427028
E10-1	433	4727427027
M-703	434	4727427044
E11-1	435	4727427057
M-704	436	4727427325
M-705	437	4727427337
M-708	438	4727427357
M-707	439	4727427358
M-706	440	4727427368
E18-1	441	4727427381
M-739	442	4727427603
M-740	443	4727427640
M-741	444	4727427678
M-742	445	4727427680
E12-1	446	4727427705
M-709	447	4727427769
M-710	448	4727428205
M-712	449	4727428267
M-711	450	4727428276
M-713	451	4727428300
E14-1	452	4727428307
M-720	453	4727428373
M-721	454	4727428503
M-722	455	4727428544
M-723	456	4727428595
M-724	457	4727428702
E13-1	458	4727428707
E15-1	465	4727429185
E16-1	471	4727429412
M-730	472	4727429559
M-731	473	4727429558
M-732	474	4727429586
M-733	475	4727429640
M-734	476	4727429722
E17-1	477	4727429736
M-735	478	4727429853
M-736	479	4727429879
M-737	480	4727429915
M-738	481	4727429940
M-743	482	4727430060
M-744	485	4727582260
# FLAG (authored-ahead, NOT in this map — never invented; G2): 11 issues.yaml ids have NO live GitHub
#   issue yet — M-714 M-715 M-716 M-717 M-718 M-719 (epic E13-1 children) and
#   M-725 M-726 M-727 M-728 M-729 (epic E15-1 children). A prior `--issues` create run materialized
#   their siblings (M-709-713/#447-451, M-720-724/#453-457, M-730-734/#472-476) but skipped these.
#   They are a `gh-issues-sync.py --issues` create-if-absent follow-up (owned by the issue-creating
#   flow, not tul, which maps ids<->live issues and does not create/re-status). A number cannot be
#   mapped for a non-existent issue (a number-only/db-id-only row would still be a guess) — so they
#   stay uncovered + flagged here until created. After creation: 281/281 issues.yaml ids covered;
#   currently 270/281 (all 11 gaps are exactly these authored-ahead ids).
